,file,filesize,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,FITS-TLM,IMAGETYP,EXPOSURE,EXPTIME,DATE-LOC,DATE-OBS,XBINNING,YBINNING,EGAIN,XPIXSZ,YPIXSZ,INSTRUME,SET-TEMP,CCD-TEMP,TELESCOP,FOCALLEN,FOCRATIO,RA,DEC,CENTALT,CENTAZ,AIRMASS,PIERSIDE,SITEELEV,SITELAT,SITELONG,FWHEEL,FILTER,OBJECT,OBJCTRA,OBJCTDEC,OBJCTROT,FOCNAME,FOCPOS,FOCUSPOS,FOCTEMP,FOCUSTEM,ROWORDER,SWCREATE,CCDNAME,OPTIC,APATURE,PIXSCALE,FLIPSTAT,HFD,STARS,PLTSOLVD,DATE,_ROTA1,_ROTA2,FLATFRM,PROCESS,BUNIT,_RPIX1,_RPIX2,PC1_1,PC1_2,PC2_1,PC2_2,_DELT1,_DELT2,_UNIT1,_TYPE1,_TYPE2,_RVAL1,_RVAL2,MJDREF,MJD-OBS,RADESYS,_QUINOX,WCSAXES,CTYPE1,CTYPE2,EQUINOX,LONPOLE,LATPOLE,CRVAL1,CRVAL2,CRPIX1,CRPIX2,CUNIT1,CUNIT2,CD1_1,CD1_2,CD2_1,CD2_2,IMAGEW,IMAGEH,A_ORDER,A_0_0,A_0_1,A_0_2,A_1_0,A_1_1,A_2_0,B_ORDER,B_0_0,B_0_1,B_0_2,B_1_0,B_1_1,B_2_0,AP_ORDER,AP_0_0,AP_0_1,AP_0_2,AP_1_0,AP_1_1,AP_2_0,BP_ORDER,BP_0_0,BP_0_1,BP_0_2,BP_1_0,BP_1_1,BP_2_0,_ATE,offset_RA(arcmin),offset_DEC(arcmin),offset_AZ(arcmin),offset_ALT(arcmin)
0,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/reduced2/120LACHESIS_LIGHT_R_2023-10-10-17-21-48_60sec_RiLA600_STX-16803_-20c_1bin.fits,67406400,True,-32,2,4096,4096,2023-11-08T13:21:24,LIGHT,60.0,60.0,2023-10-11T02:21:48.335,2023-10-10T17:21:48.335,1,1,0.0,9.0,9.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000,5.0,29.3858190071495,15.0251579997355,63.3964177075291,219.53504547726,1.11806075210114,East,0.0,37.308889,127.002,SBIG STX-16803 3 CCD,R,120LACHESIS,01 57 32,+15 00 35,0.0,NanoFocus,437326,437326,20.33,20.33,TOP-DOWN,N.I.N.A. 2.0.2.2017,STX-16803,RiLA600,600,0.618795,,5.893237850486,178.0,True,2023-10-13T22:59:19,-86.49269463614,-86.49537165952,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/master_files_ys/nightskyflat-R.fits,F,adu,2048.5,2048.5,1.054476083897e-05,0.0001720527284943,-0.0001720453170006,1.053714612131e-05,1.0,1.0,deg,RA---TAN-SIP,DEC--TAN-SIP,29.48388229187,15.11429396688,0.0,60227.7234761,FK5,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,2000.0,180.0,0.0,29.3127395373,15.1153885039,1984.43109131,1093.57362938,deg,deg,1.06979546132e-05,0.00017185279641,-0.000172015397459,1.07343057627e-05,4096,4096,2,0,0,2.44339874704e-07,0,-6.34048752858e-08,-8.33350551835e-08,2,0,0,5.38344053516e-07,0,-1.94148305226e-07,-3.17577146955e-07,2,-0.000238049609617,-1.81506944916e-07,-2.43642345786e-07,9.63773759685e-09,6.30731503856e-08,8.32203754424e-08,2,-0.000550855039178,-3.40427310617e-07,-5.36851020304e-07,6.99758104991e-08,1.93247232828e-07,3.17362551787e-07,2023-11-09T07:04:58,5.8735329632525435,5.350389631683861,-60.414495717730006,-2.382690673638592
1,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/reduced2/120LACHESIS_LIGHT_R_2023-10-10-17-22-59_90sec_RiLA600_STX-16803_-20c_1bin.fits,67406400,True,-32,2,4096,4096,2023-11-08T13:21:25,LIGHT,90.0,90.0,2023-10-11T02:22:59.986,2023-10-10T17:22:59.986,1,1,0.0,9.0,9.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000,5.0,29.3854441292266,15.0251875553318,63.1814893256968,220.297522731902,1.12016829989044,East,0.0,37.308889,127.002,SBIG STX-16803 3 CCD,R,120LACHESIS,01 57 32,+15 00 35,0.0,NanoFocus,437326,437326,20.6,20.6,TOP-DOWN,N.I.N.A. 2.0.2.2017,STX-16803,RiLA600,600,0.618795,,6.113116907496,193.0,True,2023-10-13T22:59:32,-86.49337616806,-86.49509605505,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/master_files_ys/nightskyflat-R.fits,F,adu,2048.5,2048.5,1.054223184778e-05,0.0001720516819202,-0.0001720375682979,1.053791273358e-05,1.0,1.0,deg,RA---TAN-SIP,DEC--TAN-SIP,29.48363319075,15.11440178413,0.0,60227.724305394,FK5,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,2000.0,180.0,0.0,29.2878658594,14.9299708745,3049.8024292,888.350891113,deg,deg,1.0671011979e-05,0.000171869797743,-0.000171982252387,1.06554652932e-05,4096,4096,2,0,0,-9.99771097008e-08,0,-1.16833748321e-07,-2.03516157555e-07,2,0,0,2.72697876837e-07,0,-1.73135835021e-07,-8.79415843579e-08,2,0.00016998436737,2.43914080717e-07,9.97710528282e-08,2.31563581112e-07,1.16747503767e-07,2.03362880847e-07,2,-0.000208882890853,-4.46191432571e-07,-2.72017253042e-07,5.57701452287e-08,1.72819659164e-07,8.78321859796e-08,2023-11-09T07:05:10,5.89962698376425,5.3535312160532555,-66.28783189876685,-0.32129474903499045
2,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/reduced2/120LACHESIS_LIGHT_R_2023-10-10-17-24-41_120sec_RiLA600_STX-16803_-20c_1bin.fits,67406400,True,-32,2,4096,4096,2023-11-08T13:21:26,LIGHT,120.0,120.0,2023-10-11T02:24:41.653,2023-10-10T17:24:41.653,1,1,0.0,9.0,9.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000,5.0,29.3848144211397,15.0251768166349,62.8928595011119,221.287087355235,1.12303594162608,East,0.0,37.308889,127.002,SBIG STX-16803 3 CCD,R,120LACHESIS,01 57 32,+15 00 35,0.0,NanoFocus,437326,437326,20.89,20.89,TOP-DOWN,N.I.N.A. 2.0.2.2017,STX-16803,RiLA600,600,0.618795,,6.423373166373,203.0,True,2023-10-13T22:59:46,-86.50096585944,-86.49268155012,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/master_files_ys/nightskyflat-R.fits,F,adu,2048.5,2048.5,1.052011869563e-05,0.0001720609933784,-0.000172050017431,1.054576109894e-05,1.0,1.0,deg,RA---TAN-SIP,DEC--TAN-SIP,29.4833222238,15.11462663444,0.0,60227.725482095,FK5,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,2000.0,180.0,0.0,29.2878683308,14.9299808105,3051.25964355,890.078544617,deg,deg,1.06561399034e-05,0.000171843103578,-0.000171990951003,1.06623848515e-05,4096,4096,2,0,0,-5.91605629502e-08,0,-5.96654158452e-08,-1.2911777692e-07,2,0,0,3.42661138478e-07,0,-1.31463868459e-07,-7.12429633904e-08,2,0.000100812565031,1.01041537337e-07,5.90181927362e-08,8.10091415116e-08,5.96187090944e-08,1.29050235503e-07,2,-0.000345288458562,-6.02833482589e-07,-3.41700736657e-07,-4.13732065634e-08,1.31201091453e-07,7.11524993353e-08,2023-11-09T07:05:20,5.920884972570093,5.3694185218346036,-72.64733491381605,2.1622157877415304
3,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/reduced2/120LACHESIS_LIGHT_R_2023-10-10-17-26-53_180sec_RiLA600_STX-16803_-20c_1bin.fits,67406400,True,-32,2,4096,4096,2023-11-08T13:21:27,LIGHT,180.0,180.0,2023-10-11T02:26:53.362,2023-10-10T17:26:53.362,1,1,0.0,9.0,9.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000,5.0,29.3839598079957,15.0251658109345,62.4629768868323,222.694513321392,1.12738739542288,East,0.0,37.308889,127.002,SBIG STX-16803 3 CCD,R,120LACHESIS,01 57 32,+15 00 35,0.0,NanoFocus,437326,437326,21.32,21.32,TOP-DOWN,N.I.N.A. 2.0.2.2017,STX-16803,RiLA600,600,0.618795,,6.659278305784,207.0,True,2023-10-13T23:00:01,-86.50349933783,-86.49557154717,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/master_files_ys/nightskyflat-R.fits,F,adu,2048.5,2048.5,1.051188277661e-05,0.0001720506678715,-0.0001720401998379,1.053641743715e-05,1.0,1.0,deg,RA---TAN-SIP,DEC--TAN-SIP,29.48282114834,15.11492613032,0.0,60227.727006505,FK5,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,2000.0,180.0,0.0,29.2878745259,14.9299736278,3053.17248535,892.786071777,deg,deg,1.06486812256e-05,0.000171853050529,-0.000171986947035,1.06400910899e-05,4096,4096,2,0,0,-1.11898593636e-07,0,-1.25667714021e-07,-1.91323492888e-07,2,0,0,3.083480631e-07,0,-1.71555301848e-07,-1.01368903596e-07,2,0.000174780418019,2.63913836705e-07,1.11649904261e-07,2.49559181185e-07,1.25568378629e-07,1.91198713152e-07,2,-0.000264143537842,-5.28947694496e-07,-3.07508858911e-07,2.10447856198e-08,1.7124053684e-07,1.01228798989e-07,2023-11-09T07:05:31,5.941736686986019,5.38703249172876,-84.96175133182646,6.937161290932892
4,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/reduced2/120LACHESIS_LIGHT_R_2023-10-10-17-30-05_60sec_RiLA600_STX-16803_-20c_1bin.fits,67406400,True,-32,2,4096,4096,2023-11-08T13:21:28,LIGHT,60.0,60.0,2023-10-11T02:30:05.124,2023-10-10T17:30:05.124,1,1,0.0,9.0,9.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000,5.0,29.3836899218662,15.0251654904829,62.2988343288839,223.212538211518,1.12907459060389,East,0.0,37.308889,127.002,SBIG STX-16803 3 CCD,R,120LACHESIS,01 57 32,+15 00 35,0.0,NanoFocus,437326,437326,21.45,21.45,TOP-DOWN,N.I.N.A. 2.0.2.2017,STX-16803,RiLA600,600,0.618795,,6.060677157842,176.0,True,2023-10-13T23:00:13,-86.50580699903,-86.50015160969,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/master_files_ys/nightskyflat-R.fits,F,adu,2048.5,2048.5,1.050549935648e-05,0.000172048808997,-0.0001720495605284,1.052249899272e-05,1.0,1.0,deg,RA---TAN-SIP,DEC--TAN-SIP,29.48241343055,15.11514288688,0.0,60227.729225972,FK5,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,2000.0,180.0,0.0,29.3127392507,15.1153809216,1990.11564636,1101.55696487,deg,deg,1.06685179896e-05,0.000171856382704,-0.000172015092372,1.07071911218e-05,4096,4096,2,0,0,2.30091172758e-07,0,-8.92181911743e-08,-1.00464307969e-07,2,0,0,5.34415508091e-07,0,-1.93792738685e-07,-3.18899856967e-07,2,-0.000238291408411,-1.34709137518e-07,-2.29462083756e-07,3.64744481318e-08,8.88754848503e-08,1.00375723828e-07,2,-0.000575463152541,-2.92381157028e-07,-5.3294753495e-07,9.80233691477e-08,1.92934893116e-07,3.18707028123e-07,2023-11-09T07:05:41,5.911716326878249,5.402511805393111,-58.38461991361555,-0.7231821101935054
5,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/reduced2/120LACHESIS_LIGHT_R_2023-10-10-17-31-16_90sec_RiLA600_STX-16803_-20c_1bin.fits,67406400,True,-32,2,4096,4096,2023-11-08T13:21:28,LIGHT,90.0,90.0,2023-10-11T02:31:16.837,2023-10-10T17:31:16.837,1,1,0.0,9.0,9.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000,5.0,29.3831802463648,15.0250848920113,62.0630328328134,223.939101403039,1.13152345826525,East,0.0,37.308889,127.002,SBIG STX-16803 3 CCD,R,120LACHESIS,01 57 32,+15 00 35,0.0,NanoFocus,437326,437326,21.52,21.52,TOP-DOWN,N.I.N.A. 2.0.2.2017,STX-16803,RiLA600,600,0.618795,,6.249132811183,189.0,True,2023-10-13T23:00:26,-86.5034593883,-86.50026509956,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/master_files_ys/nightskyflat-R.fits,F,adu,2048.5,2048.5,1.051300657104e-05,0.0001720639288634,-0.0001720566214139,1.052308162899e-05,1.0,1.0,deg,RA---TAN-SIP,DEC--TAN-SIP,29.48211288931,15.11536027832,0.0,60227.730055984,FK5,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,2000.0,180.0,0.0,29.3127466031,15.1153946858,1991.35174561,1103.07307243,deg,deg,1.06624103679e-05,0.000171856763228,-0.0001720134081,1.07094137666e-05,4096,4096,2,0,0,2.50821663684e-07,0,-8.11618061092e-08,-7.92798638378e-08,2,0,0,5.28741082764e-07,0,-1.8899383793e-07,-3.26690440489e-07,2,-0.000232600789213,-1.73327373601e-07,-2.50137943227e-07,1.55617047697e-08,8.08249096888e-08,7.91644618376e-08,2,-0.000527597518786,-3.10255330817e-07,-5.2731744416e-07,5.98877409696e-08,1.8812078117e-07,3.26481372731e-07,2023-11-09T07:05:51,5.926592120238254,5.419802500834621,-64.61420728913083,1.7347040729829644
6,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/reduced2/120LACHESIS_LIGHT_R_2023-10-10-17-32-58_120sec_RiLA600_STX-16803_-20c_1bin.fits,67406400,True,-32,2,4096,4096,2023-11-08T13:21:29,LIGHT,120.0,120.0,2023-10-11T02:32:58.581,2023-10-10T17:32:58.581,1,1,0.0,9.0,9.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000,5.0,29.3827304801595,15.0250443543622,61.7588407862999,224.847989393687,1.13472670882113,East,0.0,37.308889,127.002,SBIG STX-16803 3 CCD,R,120LACHESIS,01 57 32,+15 00 35,0.0,NanoFocus,437326,437326,20.77,20.77,TOP-DOWN,N.I.N.A. 2.0.2.2017,STX-16803,RiLA600,600,0.618795,,6.511425511751,196.0,True,2023-10-13T23:00:40,-86.50731721614,-86.50062333547,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/master_files_ys/nightskyflat-R.fits,F,adu,2048.5,2048.5,1.050037967316e-05,0.0001720472495735,-0.0001720402566776,1.052098182679e-05,1.0,1.0,deg,RA---TAN-SIP,DEC--TAN-SIP,29.48172739467,15.11548337407,0.0,60227.731233576,FK5,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,2000.0,180.0,0.0,29.3127506523,15.115394571,1992.23995972,1105.2468586,deg,deg,1.06553331166e-05,0.000171858671913,-0.000172009339141,1.0702185301e-05,4096,4096,2,0,0,2.44167514966e-07,0,-8.38986129753e-08,-7.66766102197e-08,2,0,0,5.21155715615e-07,0,-1.82129434204e-07,-3.21424283801e-07,2,-0.000224414606334,-1.61420597786e-07,-2.43515503296e-07,1.76900027485e-08,8.35781704664e-08,7.65677873909e-08,2,-0.00051707122798,-2.95703316902e-07,-5.19770502881e-07,5.47853332962e-08,1.81300803004e-07,3.21221839074e-07,2023-11-09T07:06:01,5.928884868233126,5.430046823328496,-69.53894726474971,4.022094308254935
7,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/reduced2/120LACHESIS_LIGHT_R_2023-10-10-17-35-10_180sec_RiLA600_STX-16803_-20c_1bin.fits,67406400,True,-32,2,4096,4096,2023-11-08T13:21:30,LIGHT,180.0,180.0,2023-10-11T02:35:10.296,2023-10-10T17:35:10.296,1,1,0.0,9.0,9.0,SBIG STX-16803 3 CCD,-20.0,-20.0,RiLA600,3000,5.0,29.3818460028419,15.0249333127502,61.300409762465,226.161333566387,1.13964931965302,East,0.0,37.308889,127.002,SBIG STX-16803 3 CCD,R,120LACHESIS,01 57 32,+15 00 35,0.0,NanoFocus,437326,437326,21.45,21.45,TOP-DOWN,N.I.N.A. 2.0.2.2017,STX-16803,RiLA600,600,0.618795,,6.765322410255,216.0,True,2023-10-13T23:00:54,-86.51359428393,-86.50180770469,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/master_files_ys/nightskyflat-R.fits,F,adu,2048.5,2048.5,1.048162140888e-05,0.0001720487671905,-0.000172042879239,1.051750489212e-05,1.0,1.0,deg,RA---TAN-SIP,DEC--TAN-SIP,29.48122169848,15.11588963288,0.0,60227.732758056,FK5,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,2000.0,180.0,0.0,29.3127608331,15.1153906029,1994.78471375,1108.01740837,deg,deg,1.06434923184e-05,0.000171867576882,-0.00017201374122,1.06951096321e-05,4096,4096,2,0,0,2.4047028972e-07,0,-7.40820020166e-08,-9.8019340544e-08,2,0,0,5.02739733011e-07,0,-1.71274243289e-07,-3.14892112355e-07,2,-0.000216006316044,-1.51040383333e-07,-2.39847959017e-07,2.70147819817e-08,7.37669933482e-08,9.79162400412e-08,2,-0.000475735412698,-2.79063181683e-07,-5.01452930123e-07,8.93383964387e-08,1.70505275051e-07,3.14700228467e-07,2023-11-09T07:06:12,5.951130222313097,5.460837425614251,-80.90293500595408,9.029993776638605
8,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/reduced2/120LACHESIS_LIGHT_R_2023-10-10-17-38-21_60sec_RiLA600_STX-16803_-20c_1bin.fits,67406400,True,-32,2,4096,4096,2023-11-08T13:21:31,LIGHT,60.0,60.0,2023-10-11T02:38:21.993,2023-10-10T17:38:21.993,1,1,0.0,9.0,9.0,SBIG STX-16803 3 CCD,-20.0,-20.03125,RiLA600,3000,5.0,29.3815311645004,15.0249129415595,61.1258824681485,226.644880493435,1.14155383547527,East,0.0,37.308889,127.002,SBIG STX-16803 3 CCD,R,120LACHESIS,01 57 32,+15 00 35,0.0,NanoFocus,437326,437326,21.57,21.57,TOP-DOWN,N.I.N.A. 2.0.2.2017,STX-16803,RiLA600,600,0.618795,,6.620987300314,168.0,True,2023-10-13T23:01:07,-86.50980551885,-86.51059894508,/mnt/Rdata/OBS_data/asteroid/RiLA600_STX-16803_-_1bin/120LACHESIS_LIGHT_-_2023-10-10_-_RiLA600_STX-16803_-_1bin/master_files_ys/nightskyflat-R.fits,F,adu,2048.5,2048.5,1.049348958648e-05,0.0001720414857692,-0.0001720502463037,1.049056400051e-05,1.0,1.0,deg,RA---TAN-SIP,DEC--TAN-SIP,29.48079141869,15.1162739725,0.0,60227.734976771,FK5,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,2000.0,180.0,0.0,29.3127384389,15.1153890113,1997.30325317,1110.17005539,deg,deg,1.06478009142e-05,0.000171859217067,-0.000172022958952,1.0684587232e-05,4096,4096,2,0,0,2.53372675432e-07,0,-7.68170741309e-08,-9.81665538043e-08,2,0,0,5.32852925334e-07,0,-2.26277843965e-07,-3.34007456635e-07,2,-0.000243199627569,-1.62808398055e-07,-2.52678572215e-07,9.91899365508e-09,7.64307068305e-08,9.80522130454e-08,2,-0.000543752316119,-2.73713862531e-07,-5.3144401901e-07,8.40624212595e-08,2.25292843034e-07,3.33812035772e-07,2023-11-09T07:06:22,5.9438948032658345,5.484987602365656,-56.08097685429868,0.8527428468572396
